-1.990000,0.005000,0.000000
-1.485000,0.025000,1.000000
0.124998,0.040000,1.000000
-0.050002,0.030000,1.000000
-0.880001,0.095000,0.000000
-0.550001,-0.070000,1.000000
0.969997,0.035000,0.000000
-0.435001,-0.055000,1.000000
-1.925000,-0.050000,0.000000
-0.160002,-0.065000,1.000000
-0.920001,-0.060000,0.000000
0.419998,-0.060000,1.000000
-1.935000,0.080000,1.000000
-0.385001,-0.055000,1.000000
0.404998,-0.100000,0.000000
-1.985000,-0.035000,0.000000
-0.070002,0.095000,0.000000
-1.435000,-0.055000,0.000000
-0.675001,-0.075000,0.000000
-0.675001,-0.065000,1.000000
-1.480000,-0.095000,0.000000
-1.345001,-0.060000,0.000000
0.939997,-0.075000,1.000000
0.754997,-0.095000,0.000000
-1.440000,-0.050000,0.000000
-0.535001,0.030000,1.000000
-1.630000,-0.020000,0.000000
-1.715000,0.055000,1.000000
-0.290002,-0.045000,1.000000
0.699998,-0.045000,1.000000
-0.030002,0.030000,1.000000
-1.860000,-0.070000,0.000000
0.644998,0.045000,0.000000
0.134998,-0.025000,1.000000
0.064998,-0.100000,0.000000
-0.045002,-0.050000,1.000000
-0.575001,-0.055000,1.000000
-0.390001,0.055000,1.000000
-0.585001,0.090000,0.000000
-0.715001,0.095000,0.000000
-1.870000,-0.015000,0.000000
-0.330001,-0.010000,0.000000
0.764998,0.030000,0.000000
-0.075002,-0.055000,1.000000
-0.410001,-0.050000,1.000000
-0.100002,-0.090000,0.000000
-1.550000,-0.025000,0.000000
0.899997,0.040000,0.000000
-1.195001,0.065000,1.000000
-0.430001,-0.035000,1.000000
-1.665000,-0.045000,0.000000
-1.685000,-0.070000,0.000000
-1.560000,-0.065000,0.000000
-1.570000,0.020000,1.000000
-0.625001,-0.010000,1.000000
-1.260001,0.090000,0.000000
-0.960001,-0.100000,0.000000
-0.255002,0.025000,0.000000
-0.795001,0.075000,1.000000
0.749997,-0.075000,1.000000
-1.825000,-0.080000,0.000000
0.039998,-0.100000,0.000000
0.869997,0.005000,0.000000
-1.820000,-0.090000,0.000000
0.684998,-0.035000,1.000000
0.814997,-0.050000,1.000000
-0.035002,0.030000,1.000000
0.814997,0.060000,0.000000
-0.140002,0.060000,1.000000
-0.255002,0.065000,1.000000
-1.780000,-0.010000,0.000000
-1.990000,-0.090000,0.000000
-1.810000,0.000000,0.000000
0.069998,0.025000,1.000000
-1.765000,-0.025000,0.000000
-0.835001,-0.025000,1.000000
0.594998,0.040000,0.000000
-0.505001,0.090000,0.000000
-0.425001,0.035000,1.000000
-1.955000,0.060000,1.000000
0.554998,-0.015000,1.000000
0.239998,-0.005000,1.000000
0.669998,-0.040000,1.000000
0.574998,0.090000,0.000000
-0.975001,0.055000,1.000000
-1.410000,0.080000,1.000000
-1.420000,0.040000,1.000000
-1.995000,-0.090000,0.000000
-1.040001,0.075000,1.000000
-0.195002,0.075000,0.000000
-1.380000,-0.080000,0.000000
-0.935001,0.035000,1.000000
-0.435001,0.000000,0.000000
-1.895000,-0.055000,0.000000
-0.905001,0.050000,1.000000
0.534998,-0.065000,1.000000
-0.870001,0.035000,1.000000
0.989997,0.010000,0.000000
-0.550001,-0.010000,0.000000
-0.245002,0.015000,0.000000
-0.665001,0.055000,1.000000
0.184998,0.085000,0.000000
-1.025001,0.045000,1.000000
-1.150001,-0.025000,1.000000
-1.335001,0.005000,1.000000
0.964997,-0.085000,1.000000
-1.495000,-0.030000,0.000000
0.149998,-0.040000,1.000000
0.754997,-0.070000,1.000000
-0.820001,0.045000,1.000000
-1.550000,-0.085000,0.000000
0.979997,-0.100000,0.000000
-1.850000,-0.060000,0.000000
-1.680000,-0.080000,0.000000
-0.870001,-0.030000,1.000000
-1.750000,-0.070000,0.000000
0.029998,-0.060000,1.000000
-1.940000,-0.100000,0.000000
0.159998,-0.010000,1.000000
0.614998,-0.020000,1.000000
-0.440001,-0.025000,1.000000
0.004998,-0.075000,0.000000
-1.065001,-0.070000,0.000000
-1.090001,0.025000,1.000000
0.554998,0.030000,0.000000
-1.025001,0.005000,1.000000
-0.985001,0.030000,1.000000
0.739998,0.000000,1.000000
-0.255002,-0.085000,0.000000
-1.100001,-0.025000,1.000000
0.409998,0.035000,0.000000
-1.415000,0.080000,1.000000
-1.710000,0.090000,0.000000
-1.030001,-0.100000,0.000000
-0.385001,-0.050000,1.000000
0.774997,0.095000,0.000000
-1.585000,-0.030000,0.000000
-0.835001,0.040000,1.000000
-0.815001,0.090000,0.000000
-0.000002,0.080000,0.000000
-0.250002,0.025000,0.000000
0.714997,0.015000,0.000000
-1.775000,-0.080000,0.000000
-1.625000,0.085000,1.000000
-0.300002,-0.005000,0.000000
-1.980000,0.020000,0.000000
0.614998,0.005000,1.000000
0.579998,0.005000,1.000000
-0.150002,-0.080000,0.000000
-1.670000,0.075000,1.000000
-0.415001,0.060000,1.000000
-0.900001,-0.055000,1.000000
-0.655001,-0.030000,1.000000
-1.095001,-0.015000,1.000000
-0.765001,0.080000,1.000000
0.994997,-0.025000,1.000000
-1.970000,0.025000,0.000000
-1.245001,0.035000,1.000000
0.724998,-0.070000,1.000000
-1.665000,0.035000,1.000000
0.294998,-0.035000,1.000000
0.739998,-0.070000,1.000000
-1.360000,0.075000,1.000000
-0.380001,0.060000,1.000000
-0.400001,0.080000,1.000000
-1.700000,-0.085000,0.000000
-1.250001,-0.075000,0.000000
0.324998,-0.035000,1.000000
0.499998,-0.010000,1.000000
-1.500000,-0.080000,0.000000
0.174998,0.015000,1.000000
-0.660001,-0.020000,1.000000
-0.145002,0.010000,0.000000
-1.670000,-0.075000,0.000000
0.919997,0.070000,0.000000
0.499998,-0.100000,0.000000
0.509998,0.040000,0.000000
-1.145001,-0.005000,1.000000
0.254998,0.045000,0.000000
-0.230002,-0.015000,0.000000
0.264998,0.015000,1.000000
-1.580000,-0.085000,0.000000
-1.205001,-0.060000,0.000000
0.759997,-0.040000,1.000000
-1.205001,0.005000,1.000000
-0.975001,-0.025000,1.000000
-1.580000,-0.100000,0.000000
-1.645000,-0.050000,0.000000
0.049998,-0.070000,1.000000
-1.280001,-0.040000,0.000000
-0.830001,-0.015000,1.000000
-0.595001,-0.075000,0.000000
0.609998,-0.025000,1.000000
0.949997,0.010000,0.000000
-1.170001,-0.035000,0.000000
-0.235002,-0.010000,0.000000
0.934997,0.080000,0.000000
-1.830000,-0.045000,0.000000
-1.540000,0.075000,1.000000
-0.650001,-0.010000,1.000000
-0.765001,-0.100000,0.000000
-0.685001,0.020000,1.000000
0.834997,-0.065000,1.000000
-0.060002,-0.080000,0.000000
-1.505000,-0.055000,0.000000
0.489998,-0.020000,1.000000
-0.605001,0.005000,0.000000
-1.365000,0.030000,1.000000
0.719998,-0.025000,1.000000
-1.305001,0.075000,1.000000
-0.970001,0.030000,1.000000
-0.525001,0.015000,0.000000
-1.745000,-0.035000,0.000000
-1.935000,-0.050000,0.000000
-0.770001,0.020000,1.000000
-0.315001,0.000000,0.000000
-0.445001,-0.015000,0.000000
0.974997,-0.075000,1.000000
-0.005002,-0.070000,1.000000
-1.705000,-0.040000,0.000000
-0.590001,-0.085000,0.000000
-1.870000,0.035000,0.000000
-1.220001,-0.090000,0.000000
-1.165001,-0.085000,0.000000
0.474998,0.070000,0.000000
0.374998,-0.090000,0.000000
-0.570001,0.005000,0.000000
0.389998,0.095000,0.000000
-1.020001,0.070000,1.000000
-1.375000,-0.085000,0.000000
0.484998,-0.070000,1.000000
-0.345001,0.015000,0.000000
-0.715001,0.030000,1.000000
0.514998,0.065000,0.000000
0.409998,-0.070000,1.000000
-0.645001,0.095000,0.000000
0.279998,-0.100000,0.000000
0.354998,-0.045000,1.000000
-0.940001,0.045000,1.000000
-0.380001,-0.065000,1.000000
-0.195002,-0.085000,0.000000
-0.980001,-0.070000,0.000000
-1.845000,0.075000,1.000000
-0.865001,-0.065000,0.000000
0.164998,0.080000,0.000000
0.439998,-0.090000,0.000000
-1.245001,-0.090000,0.000000
0.079998,-0.035000,1.000000
-0.875001,-0.055000,1.000000
-1.340001,0.005000,1.000000
-1.990000,0.015000,0.000000
-0.410001,-0.020000,0.000000
-1.385000,0.075000,1.000000
-1.290001,0.005000,1.000000
-0.010002,0.065000,0.000000
0.679998,-0.025000,1.000000
-0.880001,0.060000,1.000000
-1.855000,-0.055000,0.000000
0.734997,0.040000,0.000000
0.714997,-0.060000,1.000000
-1.445000,-0.075000,0.000000
-1.745000,-0.050000,0.000000
-0.425001,0.005000,0.000000
-1.545000,0.045000,1.000000
-1.185001,0.070000,1.000000
0.519998,-0.040000,1.000000
-0.140002,-0.040000,1.000000
-1.010001,0.065000,1.000000
0.694997,0.030000,0.000000
-0.550001,-0.060000,1.000000
0.099998,0.055000,0.000000
0.914997,0.020000,0.000000
-1.755000,-0.035000,0.000000
-0.320001,-0.040000,1.000000
-2.000000,0.080000,1.000000
0.424998,-0.070000,1.000000
-0.600001,-0.060000,1.000000
0.029998,-0.095000,0.000000
0.869997,0.060000,0.000000
-0.355001,-0.100000,0.000000
-1.185001,0.095000,0.000000
-1.990000,-0.075000,0.000000
-1.940000,-0.050000,0.000000
0.944997,-0.075000,1.000000
0.459998,-0.010000,1.000000
-1.085001,0.055000,1.000000
-1.495000,0.025000,1.000000
-0.865001,0.015000,1.000000
0.269998,0.010000,1.000000
-0.905001,0.020000,1.000000
-0.880001,-0.025000,1.000000
-0.605001,0.090000,0.000000
-0.400001,-0.005000,0.000000
0.314998,-0.040000,1.000000
-0.925001,-0.065000,0.000000
0.649998,-0.085000,0.000000
-0.030002,-0.065000,1.000000
-1.755000,-0.075000,0.000000
0.709998,-0.080000,0.000000
0.294998,0.025000,1.000000
-1.740000,-0.040000,0.000000
-1.615000,-0.085000,0.000000
-0.695001,0.080000,1.000000
-1.065001,0.010000,1.000000
0.669998,-0.095000,0.000000
-1.150001,-0.035000,0.000000
-0.425001,-0.030000,1.000000
-0.520001,0.060000,1.000000
0.939997,-0.030000,1.000000
0.919997,-0.070000,1.000000
0.804998,0.040000,0.000000
-0.140002,0.045000,1.000000
-0.645001,-0.065000,1.000000
-1.745000,-0.085000,0.000000
-0.070002,0.065000,1.000000
-1.080001,-0.075000,0.000000
0.424998,0.050000,0.000000
-1.460000,0.075000,1.000000
-1.815000,-0.065000,0.000000
-1.335001,0.050000,1.000000
-0.025002,-0.065000,1.000000
-1.900000,0.030000,0.000000
-0.620001,-0.050000,1.000000
0.304998,-0.060000,1.000000
0.894997,-0.040000,1.000000
-1.575000,0.070000,1.000000
-0.350001,0.090000,0.000000
0.384998,0.035000,0.000000
0.344998,0.070000,0.000000
0.104998,-0.095000,0.000000
-1.675000,-0.020000,0.000000
-0.120002,-0.035000,1.000000
0.049998,-0.010000,0.000000
-0.285002,0.050000,1.000000
0.744998,0.095000,0.000000
-1.655000,-0.090000,0.000000
-1.350001,0.020000,1.000000
0.424998,-0.080000,0.000000
-1.485000,0.085000,0.000000
-0.115002,-0.030000,1.000000
-0.515001,0.035000,1.000000
-1.900000,0.010000,0.000000
-0.100002,0.070000,0.000000
-0.480001,-0.090000,0.000000
0.749997,-0.030000,1.000000
